S.No.,District,Assembly constituency,Mandal,Gram Panchayat,No of Wards,Male,Female,Others,Total Voters,AC No.,GP reserved for
7749,Nirmal,Mudhole,Mudhole,Taroda,10,792,784,0,1576,10,UR (M/W)
7750,Nirmal,Mudhole,Mudhole,Venkatapur,8,211,248,0,459,10,BC (W)
7751,Nirmal,Mudhole,Mudhole,Vittoli,8,504,576,0,1080,10,SC (W)
7752,Nirmal,Mudhole,Mudhole,Vittoli Thanda,8,344,363,0,707,10,UR (W)
7753,Nirmal,Mudhole,Mudhole,Wadathala,8,279,287,0,566,10,BC (M/W)
7754,Nirmal,Mudhole,Narsapur_G,Arli(K),8,259,303,0,562,10,BC (M/W)
7755,Nirmal,Mudhole,Narsapur_G,Bamini(B),8,349,377,0,726,10,SC (W)
7756,Nirmal,Mudhole,Narsapur_G,Burugupally (G),8,502,461,0,963,10,UR (M/W)
7757,Nirmal,Mudhole,Narsapur_G,Chakpally,10,959,1121,0,2080,10,SC (M/W)
7758,Nirmal,Mudhole,Narsapur_G,Gollamada,12,1333,1491,0,2824,10,UR (M/W)
7759,Nirmal,Mudhole,Narsapur_G,Nandan,8,216,265,0,481,10,SC (W)
7760,Nirmal,Mudhole,Narsapur_G,Thimmapur,8,357,448,0,805,10,BC (M/W)
7761,Nirmal,Mudhole,Narsapur_G,Turati,8,370,438,0,808,10,BC (W)
7762,Nirmal,Mudhole,Tanur,Bamni,8,341,356,0,697,10,UR (M/W)
7763,Nirmal,Mudhole,Tanur,Bamni Tanda,6,135,140,0,275,10,ST (M/W)
7764,Nirmal,Mudhole,Tanur,Beltaroda,8,604,647,0,1251,10,UR (W)
7765,Nirmal,Mudhole,Tanur,Bember,8,533,561,0,1094,10,BC (W)
7766,Nirmal,Mudhole,Tanur,Bhosi,10,808,813,0,1621,10,UR (W)
7767,Nirmal,Mudhole,Tanur,Bolsa,10,566,600,0,1166,10,UR (M/W)
7768,Nirmal,Mudhole,Tanur,Bondrat,8,266,286,0,552,10,BC (M/W)
7769,Nirmal,Mudhole,Tanur,Boregaon,6,178,203,0,381,10,BC (W)
7770,Nirmal,Mudhole,Tanur,Dhagaon,8,381,393,0,774,10,SC (M/W)
7771,Nirmal,Mudhole,Tanur,Doultabad,8,310,333,0,643,10,UR (W)
7772,Nirmal,Mudhole,Tanur,Elvi,10,739,798,0,1537,10,BC (M/W)
7773,Nirmal,Mudhole,Tanur,Hangirga,8,458,458,0,916,10,UR (W)
7774,Nirmal,Mudhole,Tanur,Hipnelly,8,353,361,0,714,10,SC (W)
7775,Nirmal,Mudhole,Tanur,Hipnelly Tanda,8,299,293,0,592,10,ST (M/W)
7776,Nirmal,Mudhole,Tanur,Jewla (B),10,836,793,0,1629,10,BC (W)
7777,Nirmal,Mudhole,Tanur,Jewla (K),10,624,640,0,1264,10,BC (M/W)
7778,Nirmal,Mudhole,Tanur,Jhari (B),8,547,561,0,1108,10,UR (M/W)
7779,Nirmal,Mudhole,Tanur,Jhari (B) Tanda,6,166,158,0,324,10,ST (M/W)
7780,Nirmal,Mudhole,Tanur,Kalyani,8,217,228,0,445,10,ST (M/W)
7781,Nirmal,Mudhole,Tanur,Kharbala,8,385,342,0,727,10,SC (M/W)
7782,Nirmal,Mudhole,Tanur,Kolur,10,953,915,0,1868,10,UR (M/W)
7783,Nirmal,Mudhole,Tanur,Kolur Tanda,6,138,121,0,259,10,ST (W)
7784,Nirmal,Mudhole,Tanur,Mahalingi,10,688,769,0,1457,10,UR (M/W)
7785,Nirmal,Mudhole,Tanur,Mugli,10,871,916,0,1787,10,UR (W)
7786,Nirmal,Mudhole,Tanur,Nandgam,6,174,182,0,356,10,SC (W)
7787,Nirmal,Mudhole,Tanur,Singangam,8,243,273,0,516,10,UR (W)
7788,Nirmal,Mudhole,Tanur,Tanur,12,1613,1724,0,3337,10,BC (W)
7789,Nirmal,Mudhole,Tanur,Tondala,8,346,367,0,713,10,SC (M/W)
7790,Nirmal,Mudhole,Tanur,Umri (K),8,423,455,0,878,10,UR (M/W)
7791,Nirmal,Mudhole,Tanur,Wadgaon,8,484,512,0,996,10,BC (W)
7792,Nirmal,Mudhole,Tanur,Wadona,8,211,205,0,416,10,UR (M/W)
7793,Nirmal,Mudhole,Tanur,Yellawat,10,623,600,0,1223,10,BC (M/W)
7794,Nirmal,Nirmal,Dilawarpur,Bansapally,8,558,646,0,1204,9,UR (M/W)
7795,Nirmal,Nirmal,Dilawarpur,Dilawarpur,14,2732,3145,0,5877,9,UR (W)
7796,Nirmal,Nirmal,Dilawarpur,Gundampally,10,1137,1320,0,2457,9,UR (M/W)
7797,Nirmal,Nirmal,Dilawarpur,Kalwa,10,781,990,0,1771,9,SC (W)
7798,Nirmal,Nirmal,Dilawarpur,Kalwa Thanda,8,412,412,0,824,9,ST (M/W)
7799,Nirmal,Nirmal,Dilawarpur,Kanjar,8,333,364,0,697,9,BC (M/W)
7800,Nirmal,Nirmal,Dilawarpur,Madegaon,8,453,526,0,979,9,UR (M/W)
7801,Nirmal,Nirmal,Dilawarpur,Mayapur,8,272,296,0,568,9,UR (W)
7802,Nirmal,Nirmal,Dilawarpur,New Lolam,8,569,658,0,1227,9,BC (W)
7803,Nirmal,Nirmal,Dilawarpur,Samundarpalli,8,328,397,0,725,9,SC (M/W)
7804,Nirmal,Nirmal,Dilawarpur,Sangvi,8,491,569,0,1060,9,ST (W)
7805,Nirmal,Nirmal,Dilawarpur,Sirgapur,10,627,728,0,1355,9,UR (W)
7806,Nirmal,Nirmal,Laxmanchanda,Babapur,8,416,475,0,891,9,ST (W)
7807,Nirmal,Nirmal,Laxmanchanda,Boregaon,8,467,522,0,989,9,UR (M/W)
7808,Nirmal,Nirmal,Laxmanchanda,Chamanpelly,10,688,798,0,1486,9,UR (W)
7809,Nirmal,Nirmal,Laxmanchanda,Chinthalchanda,8,526,645,0,1171,9,UR (M/W)
7810,Nirmal,Nirmal,Laxmanchanda,Dharmaram,8,379,454,0,833,9,SC (M/W)
7811,Nirmal,Nirmal,Laxmanchanda,Kankapur,10,504,595,0,1099,9,UR (W)
7812,Nirmal,Nirmal,Laxmanchanda,Laxmanchanda,14,2034,2320,0,4354,9,BC (W)
7813,Nirmal,Nirmal,Laxmanchanda,Mallapur,10,758,872,1,1631,9,UR (W)
7814,Nirmal,Nirmal,Laxmanchanda,Munipelly,8,537,607,0,1144,9,BC (W)
7815,Nirmal,Nirmal,Laxmanchanda,Narsapur (W),8,556,645,0,1201,9,BC (M/W)
7816,Nirmal,Nirmal,Laxmanchanda,New Kanjar,8,185,199,0,384,9,UR (M/W)
7817,Nirmal,Nirmal,Laxmanchanda,Parpelly,10,1089,1175,0,2264,9,UR (W)
7818,Nirmal,Nirmal,Laxmanchanda,Peechara,10,760,931,0,1691,9,UR (M/W)
7819,Nirmal,Nirmal,Laxmanchanda,Pottapelly K,8,340,406,0,746,9,SC (M/W)
7820,Nirmal,Nirmal,Laxmanchanda,Rachapur(Chandrapur),10,634,847,0,1481,9,UR (M/W)
7821,Nirmal,Nirmal,Laxmanchanda,Thirpelly,8,256,330,0,586,9,SC (W)
7822,Nirmal,Nirmal,Laxmanchanda,Waddyal,10,1090,1248,0,2338,9,BC (M/W)
7823,Nirmal,Nirmal,Laxmanchanda,Waddyal Thanda,6,138,150,0,288,9,ST (M/W)
7824,Nirmal,Nirmal,Mamda,Adharsha Nagar,6,161,178,0,339,9,SC (W)
7825,Nirmal,Nirmal,Mamda,Ananthapet,8,435,505,0,940,9,UR (M/W)
7826,Nirmal,Nirmal,Mamda,Arepally,8,245,298,0,543,9,UR (W)
7827,Nirmal,Nirmal,Mamda,Bandal Khanapur,8,185,194,0,379,9,ST (W)
7828,Nirmal,Nirmal,Mamda,Burugupally,6,139,158,0,297,9,ST (M/W)
7829,Nirmal,Nirmal,Mamda,Dimmadurthi,8,475,584,0,1059,9,BC (M/W)
7830,Nirmal,Nirmal,Mamda,Gaidpally,8,243,218,0,461,9,ST (W)
7831,Nirmal,Nirmal,Mamda,Jagadamba Tanda,6,211,220,0,431,9,ST (M/W)
7832,Nirmal,Nirmal,Mamda,Jairam Tanda,6,208,204,0,412,9,ST (M/W)
7833,Nirmal,Nirmal,Mamda,Kamalkot,10,630,671,0,1301,9,UR (M/W)
7834,Nirmal,Nirmal,Mamda,Kappanpally,8,237,244,0,481,9,ST (M/W)
7835,Nirmal,Nirmal,Mamda,Kishanraopet,8,367,369,0,736,9,UR (M/W)
7836,Nirmal,Nirmal,Mamda,Koratikal,12,1464,1739,0,3203,9,SC (M/W)
7837,Nirmal,Nirmal,Mamda,Lingapur,8,249,267,0,516,9,UR (M/W)
7838,Nirmal,Nirmal,Mamda,Mamda,12,1642,1962,0,3604,9,BC (W)
7839,Nirmal,Nirmal,Mamda,Mondigutta,8,177,204,0,381,9,ST (W)
7840,Nirmal,Nirmal,Mamda,Naldurthi,8,455,509,0,964,9,UR (M/W)
7841,Nirmal,Nirmal,Mamda,New Lingampally,8,245,298,0,543,9,SC (M/W)
7842,Nirmal,Nirmal,Mamda,New Sangvi,10,629,698,0,1327,9,UR (M/W)
7843,Nirmal,Nirmal,Mamda,Parimandal,8,568,639,0,1207,9,UR (W)
7844,Nirmal,Nirmal,Mamda,Ponkal,14,1891,2153,0,4044,9,UR (W)
7845,Nirmal,Nirmal,Mamda,Potharam,8,403,421,0,824,9,UR (W)
7846,Nirmal,Nirmal,Mamda,Raidhari,8,204,255,0,459,9,ST (M/W)
7847,Nirmal,Nirmal,Mamda,Rasimetla,8,160,182,0,342,9,UR (W)
7848,Nirmal,Nirmal,Mamda,Tandra,6,251,277,0,528,9,BC (M/W)
7849,Nirmal,Nirmal,Mamda,Thotiguda,6,131,141,0,272,9,ST (W)
7850,Nirmal,Nirmal,Mamda,Vastapur,8,218,261,0,479,9,UR (W)
7851,Nirmal,Nirmal,Narsapur_G,Anjani Tanda,6,273,260,0,533,9,ST (M/W)
7852,Nirmal,Nirmal,Narsapur_G,Kusli,10,810,870,0,1680,9,UR (M/W)
7853,Nirmal,Nirmal,Narsapur_G,Narsapur-G,14,2339,2634,1,4974,9,UR (M/W)
7854,Nirmal,Nirmal,Narsapur_G,Rampur,10,1090,1232,0,2322,9,UR (W)
7855,Nirmal,Nirmal,Narsapur_G,Temburni,10,670,810,0,1480,9,UR (W)
7856,Nirmal,Nirmal,Nirmal Rural,Akkapur,10,678,781,0,1459,9,UR (M/W)
7857,Nirmal,Nirmal,Nirmal Rural,Ananthapet,8,692,789,0,1481,9,SC (M/W)
7858,Nirmal,Nirmal,Nirmal Rural,Bhagyanagar,8,415,479,0,894,9,ST (W)
7859,Nirmal,Nirmal,Nirmal Rural,Chityal,10,770,913,0,1683,9,UR (W)
7860,Nirmal,Nirmal,Nirmal Rural,Dyangapur,8,335,376,0,711,9,BC (M/W)
7861,Nirmal,Nirmal,Nirmal Rural,Kondapur,10,675,777,0,1452,9,UR (W)
7862,Nirmal,Nirmal,Nirmal Rural,Koutla (K),10,546,656,0,1202,9,SC (M/W)
7863,Nirmal,Nirmal,Nirmal Rural,Langdapur,6,222,242,0,464,9,BC (M/W)
7864,Nirmal,Nirmal,Nirmal Rural,Medipelly,8,532,659,0,1191,9,UR (W)
7865,Nirmal,Nirmal,Nirmal Rural,Mujgi,10,1021,1203,0,2224,9,UR (M/W)
7866,Nirmal,Nirmal,Nirmal Rural,Muktapur,8,531,633,0,1164,9,UR (M/W)
7867,Nirmal,Nirmal,Nirmal Rural,Neelaipet,8,353,402,0,755,9,BC (W)
7868,Nirmal,Nirmal,Nirmal Rural,Newpochampad,8,311,335,0,646,9,BC (W)
7869,Nirmal,Nirmal,Nirmal Rural,Ranapur,8,318,295,0,613,9,UR (M/W)
7870,Nirmal,Nirmal,Nirmal Rural,Rathnapur K,10,1037,1221,0,2258,9,BC (M/W)
7871,Nirmal,Nirmal,Nirmal Rural,Talwada,8,261,289,0,550,9,UR (W)
7872,Nirmal,Nirmal,Nirmal Rural,Thamsa,6,182,202,0,384,9,UR (M/W)
7873,Nirmal,Nirmal,Nirmal Rural,Vengvapet,10,893,1015,0,1908,9,SC (W)
7874,Nirmal,Nirmal,Nirmal Rural,Yellaipally,10,598,685,0,1283,9,ST (M/W)
7875,Nirmal,Nirmal,Nirmal Rural,Yellareddypet,6,210,219,0,429,9,UR (W)
7876,Nirmal,Nirmal,Sarangapur,Adelly,8,358,400,0,758,9,UR (M/W)
7877,Nirmal,Nirmal,Sarangapur,Alur,10,1081,1298,0,2379,9,UR (M/W)
7878,Nirmal,Nirmal,Sarangapur,Beeravelly,10,1184,1453,0,2637,9,SC (W)
7879,Nirmal,Nirmal,Sarangapur,Boregaon,10,941,1108,0,2049,9,SC (W)
7880,Nirmal,Nirmal,Sarangapur,Chincholi (B),12,1158,1425,0,2583,9,SC (M/W)
7881,Nirmal,Nirmal,Sarangapur,Chincholi (M),10,798,894,0,1692,9,UR (W)
7882,Nirmal,Nirmal,Sarangapur,Dhani,10,667,814,0,1481,9,UR (M/W)
7883,Nirmal,Nirmal,Sarangapur,Dupya Thanda,8,310,308,0,618,9,ST (M/W)
7884,Nirmal,Nirmal,Sarangapur,Gopalpet,8,507,610,0,1117,9,UR (M/W)
7885,Nirmal,Nirmal,Sarangapur,Hanuman Thanda,8,267,267,0,534,9,UR (W)
7886,Nirmal,Nirmal,Sarangapur,Ippachalma,8,315,338,0,653,9,UR (M/W)
7887,Nirmal,Nirmal,Sarangapur,Jam,14,1689,2008,0,3697,9,BC (W)
7888,Nirmal,Nirmal,Sarangapur,Jewly,8,491,580,0,1071,9,UR (M/W)
7889,Nirmal,Nirmal,Sarangapur,Kankata,8,492,562,0,1054,9,UR (M/W)
7890,Nirmal,Nirmal,Sarangapur,Kowtla (B),12,1508,1724,0,3232,9,SC (M/W)
7891,Nirmal,Nirmal,Sarangapur,Kupti Tanda,8,206,232,0,438,9,ST (W)
7892,Nirmal,Nirmal,Sarangapur,Lingapur Thanda,8,238,223,0,461,9,ST (M/W)
7893,Nirmal,Nirmal,Sarangapur,Mahaveer Thanda,8,244,246,0,490,9,UR (W)
7894,Nirmal,Nirmal,Sarangapur,Nagapur,8,254,245,0,499,9,ST (W)
7895,Nirmal,Nirmal,Sarangapur,Pendal Dhari,4,119,124,0,243,9,UR (W)
7896,Nirmal,Nirmal,Sarangapur,Ponkur,10,850,1006,1,1857,9,BC (M/W)
7897,Nirmal,Nirmal,Sarangapur,Potia,8,251,269,0,520,9,ST (M/W)
7898,Nirmal,Nirmal,Sarangapur,Pyaramur,8,434,518,0,952,9,SC (M/W)
7899,Nirmal,Nirmal,Sarangapur,Ramsingh Thanda,8,240,243,0,483,9,ST (W)
7900,Nirmal,Nirmal,Sarangapur,Ravindra Nagar,8,222,244,0,466,9,ST (M/W)
7901,Nirmal,Nirmal,Sarangapur,Sainagar Thanda,8,235,234,0,469,9,UR (W)
7902,Nirmal,Nirmal,Sarangapur,Sarangapur,12,1522,1734,0,3256,9,BC (M/W)
7903,Nirmal,Nirmal,Sarangapur,Sonapur Thanda,8,209,198,0,407,9,BC (M/W)
7904,Nirmal,Nirmal,Sarangapur,Thandra (G),8,549,615,0,1164,9,UR (W)
7905,Nirmal,Nirmal,Sarangapur,Vaikuntapur,8,351,398,0,749,9,UR (M/W)
7906,Nirmal,Nirmal,Sarangapur,Vanjar,8,453,560,0,1013,9,BC (W)
7907,Nirmal,Nirmal,Sarangapur,Yakarpally,8,215,279,0,494,9,UR (W)
7908,Nirmal,Nirmal,Soan,Gamjal,8,489,583,0,1072,9,BC (M/W)
7909,Nirmal,Nirmal,Soan,Jafrapur,10,707,825,0,1532,9,UR (M/W)
7910,Nirmal,Nirmal,Soan,Kadthal,10,849,1018,0,1867,9,UR (M/W)
7911,Nirmal,Nirmal,Soan,Kuchanpelly,8,536,578,0,1114,9,UR (W)
7912,Nirmal,Nirmal,Soan,Local Velmal,8,414,456,0,870,9,ST (M/W)
7913,Nirmal,Nirmal,Soan,Madhapur,10,1084,1293,0,2377,9,BC (W)
7914,Nirmal,Nirmal,Soan,New Bopparam,10,754,868,0,1622,9,BC (M/W)
7915,Nirmal,Nirmal,Soan,New Velmal,10,830,969,0,1799,9,SC (M/W)
7916,Nirmal,Nirmal,Soan,Old Pochampad(Gandhinager),8,430,470,0,900,9,BC (W)
7917,Nirmal,Nirmal,Soan,Pakpatla,12,1076,1270,0,2346,9,UR (W)
7918,Nirmal,Nirmal,Soan,Sakera,8,208,216,0,424,9,SC (W)
7919,Nirmal,Nirmal,Soan,Sangampet,8,231,239,0,470,9,UR (M/W)
7920,Nirmal,Nirmal,Soan,Siddalakunta,10,628,694,0,1322,9,UR (M/W)
7921,Nirmal,Nirmal,Soan,Soan,12,1928,2158,0,4086,9,UR (W)
7922,Nizamabad,Armoor,Aloor,Aloor,14,2459,2984,0,5443,11,UR (M/W)
7923,Nizamabad,Armoor,Aloor,Deekampally,10,607,758,0,1365,11,BC (M/W)
7924,Nizamabad,Armoor,Aloor,Degaon,12,1213,1416,0,2629,11,UR (M/W)
7925,Nizamabad,Armoor,Aloor,Gaggupally,8,467,593,0,1060,11,SC (M/W)
7926,Nizamabad,Armoor,Aloor,Gutpa,12,1350,1636,0,2986,11,SC (W)
7927,Nizamabad,Armoor,Aloor,Gutpathanda,8,325,366,0,691,11,ST (M/W)
7928,Nizamabad,Armoor,Aloor,Kalledi,12,1485,1797,0,3282,11,BC (W)
7929,Nizamabad,Armoor,Aloor,Macherla,12,1449,1658,0,3107,11,UR (W)
7930,Nizamabad,Armoor,Aloor,Mirdhapally,10,740,837,0,1577,11,UR (M/W)
7931,Nizamabad,Armoor,Aloor,Ramachandrapally,10,761,903,0,1664,11,BC (M/W)
7932,Nizamabad,Armoor,Aloor,Ramaswamy Camp,6,143,187,0,330,11,UR (W)
7933,Nizamabad,Armoor,Armur,Amdapoor,8,454,557,0,1011,11,SC (M/W)
7934,Nizamabad,Armoor,Armur,Ankapoor,14,2356,2709,0,5065,11,UR (M/W)
7935,Nizamabad,Armoor,Armur,Chepoor,10,1012,1237,0,2249,11,UR (M/W)
7936,Nizamabad,Armoor,Armur,Fathepur,10,1022,1176,0,2198,11,UR (W)
7937,Nizamabad,Armoor,Armur,Govindpet,12,1492,1724,1,3217,11,UR (M/W)
7938,Nizamabad,Armoor,Armur,Issapally,10,1035,1209,0,2244,11,BC (W)
7939,Nizamabad,Armoor,Armur,Khanapur,8,480,608,0,1088,11,UR (M/W)
7940,Nizamabad,Armoor,Armur,Komanpally,8,593,692,0,1285,11,UR (W)
7941,Nizamabad,Armoor,Armur,Maggidi,10,822,956,0,1778,11,BC (W)
7942,Nizamabad,Armoor,Armur,Manthani,12,1169,1389,0,2558,11,BC (M/W)
7943,Nizamabad,Armoor,Armur,Palley,8,471,510,0,981,11,SC (W)
7944,Nizamabad,Armoor,Armur,Pipri,14,1978,2448,0,4426,11,SC (M/W)
7945,Nizamabad,Armoor,Armur,Rampoor,8,224,246,0,470,11,UR (W)
7946,Nizamabad,Armoor,Armur,Surbiryal,10,1053,1193,0,2246,11,ST (M/W)
7947,Nizamabad,Armoor,Donkeshwar,Annaram,8,461,558,0,1019,11,SC (M/W)
7948,Nizamabad,Armoor,Donkeshwar,Chinnayanam,8,179,191,0,370,11,BC (W)
7949,Nizamabad,Armoor,Donkeshwar,Dattapur,10,552,701,0,1253,11,ST (M/W)
7950,Nizamabad,Armoor,Donkeshwar,Donkeshwar,12,1606,1757,0,3363,11,BC (M/W)
7951,Nizamabad,Armoor,Donkeshwar,Gadepally,8,209,244,0,453,11,UR (M/W)
7952,Nizamabad,Armoor,Donkeshwar,Gangasamunder,8,330,398,0,728,11,UR (W)
7953,Nizamabad,Armoor,Donkeshwar,Gg Nadukuda,10,675,743,0,1418,11,UR (M/W)
7954,Nizamabad,Armoor,Donkeshwar,Komatpally,8,209,263,0,472,11,SC (M/W)
7955,Nizamabad,Armoor,Donkeshwar,Marampally,10,761,954,0,1715,11,UR (M/W)
7956,Nizamabad,Armoor,Donkeshwar,Nikalpur,10,758,909,0,1667,11,UR (W)
7957,Nizamabad,Armoor,Donkeshwar,Noothpally,10,1039,1240,0,2279,11,UR (M/W)
7958,Nizamabad,Armoor,Donkeshwar,Sirpoor,8,436,528,0,964,11,SC (W)
7959,Nizamabad,Armoor,Donkeshwar,Thondakoor,8,481,578,0,1059,11,BC (M/W)
7960,Nizamabad,Armoor,Makloor,Amrad,12,1175,1455,0,2630,11,UR (W)
7961,Nizamabad,Armoor,Makloor,Amrad Thanda,8,363,392,0,755,11,ST (W)
7962,Nizamabad,Armoor,Makloor,Bonkanpalli,8,471,601,0,1072,11,UR (M/W)
7963,Nizamabad,Armoor,Makloor,Chikli,10,545,643,0,1188,11,BC (M/W)
7964,Nizamabad,Armoor,Makloor,Chinnapur,10,625,737,0,1362,11,UR (M/W)
7965,Nizamabad,Armoor,Makloor,Dharmora,8,332,414,0,746,11,ST (M/W)
7966,Nizamabad,Armoor,Makloor,Gangaramanda,8,424,501,0,925,11,UR (W)
7967,Nizamabad,Armoor,Makloor,Gottimukla,10,707,861,0,1568,11,SC (W)
7968,Nizamabad,Armoor,Makloor,Gunjili,10,602,707,0,1309,11,BC (M/W)
7969,Nizamabad,Armoor,Makloor,Kindi Thanda,8,244,295,0,539,11,ST (M/W)
7970,Nizamabad,Armoor,Makloor,Kothapally,10,664,765,0,1429,11,UR (W)
7971,Nizamabad,Armoor,Makloor,Madanpally,10,884,1009,0,1893,11,BC (W)
7972,Nizamabad,Armoor,Makloor,Madapoor,10,905,1073,0,1978,11,SC (M/W)
7973,Nizamabad,Armoor,Makloor,Makloor,12,2070,2387,0,4457,11,UR (M/W)
7974,Nizamabad,Armoor,Makloor,Mamidipally,10,937,1069,0,2006,11,SC (W)
7975,Nizamabad,Armoor,Makloor,Mandapur,8,279,335,0,614,11,UR (M/W)
7976,Nizamabad,Armoor,Makloor,Metpally,6,151,168,0,319,11,UR (W)
7977,Nizamabad,Armoor,Makloor,Mettu,6,151,175,0,326,11,BC (W)
7978,Nizamabad,Armoor,Makloor,Mullangi (B),8,473,560,0,1033,11,BC (M/W)
7979,Nizamabad,Armoor,Makloor,Muthyampally,8,283,361,0,644,11,UR (W)
7980,Nizamabad,Armoor,Makloor,Oddiatpally,10,615,666,0,1281,11,UR (M/W)
7981,Nizamabad,Armoor,Makloor,Satlapur Thanda,8,211,213,0,424,11,UR (M/W)
7982,Nizamabad,Armoor,Makloor,Singampalli Thanda,8,302,304,0,606,11,ST (W)
7983,Nizamabad,Armoor,Makloor,Vallabhapur,8,243,308,0,551,11,SC (M/W)
7984,Nizamabad,Armoor,Makloor,Venkatapur,8,265,285,0,550,11,ST (M/W)
7985,Nizamabad,Armoor,Makloor,Venu Kisannagar Thanda,8,328,361,0,689,11,UR (W)
7986,Nizamabad,Armoor,Nandipet,Ailapur,12,1166,1326,0,2492,11,UR (M/W)
7987,Nizamabad,Armoor,Nandipet,Andranagar,8,533,607,0,1140,11,UR (W)
7988,Nizamabad,Armoor,Nandipet,Badguna,10,690,819,0,1509,11,SC (W)
7989,Nizamabad,Armoor,Nandipet,Bazarkothur,8,454,565,0,1019,11,BC (M/W)
7990,Nizamabad,Armoor,Nandipet,C.H.Kondur,10,973,1179,0,2152,11,UR (W)
7991,Nizamabad,Armoor,Nandipet,Chimrajpally,8,491,609,0,1100,11,BC (W)
7992,Nizamabad,Armoor,Nandipet,Jojipet,8,249,310,0,559,11,ST (M/W)
7993,Nizamabad,Armoor,Nandipet,Joorpur,4,75,104,0,179,11,UR (W)
7994,Nizamabad,Armoor,Nandipet,Kamtam,10,848,994,3,1845,11,BC (M/W)
7995,Nizamabad,Armoor,Nandipet,Khudavanpur,12,1267,1574,0,2841,11,UR (W)
7996,Nizamabad,Armoor,Nandipet,Koulpur,10,513,571,0,1084,11,SC (W)
7997,Nizamabad,Armoor,Nandipet,Lakkampally,8,407,497,0,904,11,UR (M/W)
7998,Nizamabad,Armoor,Nandipet,Mallaram,6,187,211,0,398,11,BC (W)
7999,Nizamabad,Armoor,Nandipet,Mayapur,8,269,314,0,583,11,SC (M/W)
8000,Nizamabad,Armoor,Nandipet,Nandipet,16,4731,5473,0,10204,11,UR (M/W)
8001,Nizamabad,Armoor,Nandipet,Raitu Farm,6,139,145,0,284,11,UR (W)
8002,Nizamabad,Armoor,Nandipet,Shapur,10,585,749,0,1334,11,BC (M/W)
8003,Nizamabad,Armoor,Nandipet,Siddapur,8,573,633,0,1206,11,UR (M/W)
8004,Nizamabad,Armoor,Nandipet,Talweda,12,1441,1673,0,3114,11,BC (W)
8005,Nizamabad,Armoor,Nandipet,Ummeda,10,716,835,0,1551,11,UR (M/W)
8006,Nizamabad,Armoor,Nandipet,Vannel K,10,917,1095,0,2012,11,SC (M/W)
8007,Nizamabad,Armoor,Nandipet,Velmal,14,2192,2552,0,4744,11,UR (M/W)
8008,Nizamabad,Balkonda,Balkonda,Balkonda,16,5217,5911,0,11128,19,UR (M/W)
8009,Nizamabad,Balkonda,Balkonda,Bassapur,8,417,481,0,898,19,UR (M/W)
8010,Nizamabad,Balkonda,Balkonda,Bodepally,10,733,890,0,1623,19,SC (W)
8011,Nizamabad,Balkonda,Balkonda,Chittapur,10,1098,1294,0,2392,19,BC (M/W)
8012,Nizamabad,Balkonda,Balkonda,Ithwarpet,8,336,441,0,777,19,SC (M/W)
8013,Nizamabad,Balkonda,Balkonda,Jalalpur,8,505,583,0,1088,19,UR (M/W)
8014,Nizamabad,Balkonda,Balkonda,Kisan Nagar,12,1473,1698,0,3171,19,BC (M/W)
8015,Nizamabad,Balkonda,Balkonda,Nagapoor,8,498,550,0,1048,19,BC (W)
8016,Nizamabad,Balkonda,Balkonda,Srirampur,8,216,265,0,481,19,UR (W)
8017,Nizamabad,Balkonda,Balkonda,Vannel (B),12,1519,1806,0,3325,19,UR (W)
8018,Nizamabad,Balkonda,Bheemgal,Babanagar,8,443,508,0,951,19,BC (W)
8019,Nizamabad,Balkonda,Bheemgal,Babapoor,12,1428,1519,0,2947,19,UR (M/W)
8020,Nizamabad,Balkonda,Bheemgal,Bachanpally,8,486,574,0,1060,19,UR (W)
8021,Nizamabad,Balkonda,Bheemgal,Bada Bheemgal,12,1641,1967,0,3608,19,BC (W)
8022,Nizamabad,Balkonda,Bheemgal,Bejjora,10,878,1017,0,1895,19,SC (M/W)
8023,Nizamabad,Balkonda,Bheemgal,Chengal,12,1361,1606,0,2967,19,SC (W)
8024,Nizamabad,Balkonda,Bheemgal,Devakkapet,8,552,600,0,1152,19,UR (W)
8025,Nizamabad,Balkonda,Bheemgal,Devanpally,8,309,356,0,665,19,SC (M/W)
8026,Nizamabad,Balkonda,Bheemgal,Gongoppula,10,1135,1390,0,2525,19,UR (M/W)
8027,Nizamabad,Balkonda,Bheemgal,Jagiryal,10,721,843,0,1564,19,SC (M/W)
8028,Nizamabad,Balkonda,Bheemgal,Karepalli Thanda,8,401,422,0,823,19,ST (M/W)
8029,Nizamabad,Balkonda,Bheemgal,Kotha Thanda,8,243,257,0,500,19,ST (W)
8030,Nizamabad,Balkonda,Bheemgal,Kupkal,8,345,396,0,741,19,BC (M/W)
8031,Nizamabad,Balkonda,Bheemgal,Lingapoor (Ch),8,330,403,0,733,19,UR (M/W)
8032,Nizamabad,Balkonda,Bheemgal,Mendora,12,1272,1507,0,2779,19,UR (W)
8033,Nizamabad,Balkonda,Bheemgal,Muchkoor,12,1742,2074,1,3817,19,BC (M/W)
8034,Nizamabad,Balkonda,Bheemgal,Mudugudisela Thanda,8,220,238,0,458,19,ST (W)
8035,Nizamabad,Balkonda,Bheemgal,Pallikonda,10,1030,1280,0,2310,19,UR (W)
8036,Nizamabad,Balkonda,Bheemgal,Peddamakadi Thanda,8,218,229,0,447,19,ST (M/W)
