S.No	RIO	State	District	Assembly Constituency	Mandal	Gram Panchayat
7193	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Sapavath Thanda
7194	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Seethal Thanda
7195	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Silgapuram
7196	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Srirampuram
7197	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Sunkishalathanda
7198	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Tettekunta
7199	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Thimmayipalem
7200	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Thirumalagiri
7201	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Thunikinuthala
7202	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Thutipetathanda
7203	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Yallapuram
7204	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Yallapuramthanda
7205	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Tirumalagiri_Sagar	Yerrachervu Thanda
7206	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Alwal Pahad
7207	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Anjanapally
7208	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Applammagudem
7209	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Babusaipeta
7210	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Badaigadda
7211	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Bejjikal
7212	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Borraipalem
7213	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Brundavanapuram
7214	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Chennaipalem
7215	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Donkathanda
7216	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Duggepally
7217	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Annararm
7218	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Kamareddy Gudem
7219	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Kampalapally
7220	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Kampasagar
7221	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Kapuvarigudem
7222	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Konathalapally
7223	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Kunkudu Chettu Thanda
7224	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Lachya Thanda
7225	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Lokya Thanda
7226	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Marrigudem
7227	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Matur
7228	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Neelaigudem
7229	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Paluguthanda
7230	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Peda Devulapally
7231	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Ragadapa
7232	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Rajendra Nagar
7233	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Rupla Thanda
7234	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Satyampahd Thanda
7235	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Satyanarayanapuram
7236	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Tripuraram
7237	Nalgonda	Telangana	Nalgonda	Nagarjuna Sagar	Thripuraram	Vasram Thanda
7238	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Amanagal
7239	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Annapureddigudem
7240	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Buggabavi Gudem
7241	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Kamepally
7242	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Laxmi Devigudem
7243	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Mangapuram
7244	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Molkapatnam
7245	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Ravulapenta
7246	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Salkunur
7247	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Shettipalem
7248	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Thimmareddigudem
7249	Nalgonda	Telangana	Nalgonda	Miryalaguda	Vemulapalle	Vemulapally
7250	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Annasagar
7251	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Ashanpally
7252	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Ayyavaripali
7253	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Bapanpalli
7254	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Cahakalonipalli
7255	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Damaragidda
7256	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Damaragidda Tanda
7257	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Desaipalli
7258	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Gadimunkanpalli
7259	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Gadpa
7260	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Kamsanipalli
7261	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Kandenpalli
7262	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Kanukurthy
7263	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Kythanpalli
7264	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Lingareddypalli
7265	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Lokurthy
7266	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Maddelabeedu
7267	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Malreddy Palli
7268	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Mogulamadaka
7269	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Mustapet
7270	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Narsapur
7271	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Pidampalli
7272	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Sajanapur
7273	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Suddabandatanda
7274	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Udmalgidda
7275	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Ulligudum
7276	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Vitalapur
7277	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Wathugundal Thanda
7278	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Wathugundla
7279	Vikarabad	Telangana	Narayanpet	Narayanpet	Damaragidda	Yelsanpalli
7280	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Buddamarri Tanda
7281	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Chekarlagadda Tanda
7282	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Cherlapalli
7283	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Dhanwada
7284	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Dudugu Tanda
7285	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Gotur
7286	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Gunmukla
7287	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Hanmanpalli
7288	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Kamsanpalli
7289	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Kistapur
7290	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Kondapur
7291	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Kondronipalli
7292	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Madigelamula Tanda
7293	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Mandipalli
7294	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Manthronipalli
7295	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Patha Tanda
7296	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Pathapalle
7297	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Ramkistaiahpalli
7298	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Thollagutta Tanda
7299	Vikarabad	Telangana	Narayanpet	Narayanpet	Dhanwada	Yemnonipalli
7300	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Amlikunta
7301	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Appayapally
7302	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Balabhadraiahpalle
7303	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Bhakthimalla
7304	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Bhogram
7305	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Gundmal
7306	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Hanmanpally
7307	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Kommur
7308	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Kummarikunta Thanda
7309	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Mudireddipalle
7310	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Pedda Thanda
7311	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Sarangarao Pally
7312	Vikarabad	Telangana	Narayanpet	Kodangal	Gundumal	Veeraram
7313	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Balwanpally
7314	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Bijjaram
7315	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Chandravancha
7316	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Chennaram
7317	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Kadampally
7318	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Kothapally
7319	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Mirjapoor
7320	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Mukthipad
7321	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Mungimalla
7322	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Musriffa
7323	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Nacharam
7324	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	P C Tanda
7325	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Sarjakhanpet
7326	Vikarabad	Telangana	Narayanpet	Kodangal	Kosgi	Togapoor
7327	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Allipur
7328	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Bhooned
7329	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Duppatghat
7330	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Ekamed
7331	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Gokulnagar
7332	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Gorloni Bavi
7333	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Kisannagar
7334	Nizamabad	Telangana	Nizamabad	Armoor	Armur	Surbiryal
7335	Nizamabad	Telangana	Nizamabad	Balkonda	Bheemgal	Babanagar
7336	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Lingalched
7337	Nizamabad	Telangana	Nizamabad	Balkonda	Bheemgal	Bachanpally
7338	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Nandigam
7339	Nizamabad	Telangana	Nizamabad	Balkonda	Bheemgal	Chengal
7340	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Peddapur
7341	Vikarabad	Telangana	Narayanpet	Kodangal	Kothapalle	Thimmareddipalle
7342	Nizamabad	Telangana	Nizamabad	Balkonda	Bheemgal	Devakkapet
7343	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Ainapoor
7344	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Alampally
7345	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Chegunta
7346	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Gudeballur
7347	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Gurujal
7348	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Hindupoor
7349	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Khandoddi
7350	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Krishna
7351	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Kunsi
7352	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Kusumurthy
7353	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Mudumal
7354	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Murahardoddi
7355	Vikarabad	Telangana	Narayanpet	Makthal	Krishna	Thangidigi
7356	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Achammpally
7357	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Appireddypalle
7358	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Chendrya Naik Thanda
7359	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Chennareddypally
7360	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Chenwar
7361	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Chintaldinne
7362	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Damla Thanda
7363	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Damaganpuram
7364	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Dorepally
7365	Nizamabad	Telangana	Nizamabad	Balkonda	Bheemgal	Devanpally
7366	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Jadava Rao Pally
7367	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Jadava Rao Pally Thanda
7368	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Kajipuram
7369	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Lakkaipally
7370	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Medikunta Thanda
7371	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Mominapur
7372	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Nagireddypally
7373	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Nandipad
7374	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Pallegadda Thanda
7375	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Pallerla
7376	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Parsapur
7377	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Pedripahad
7378	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Porla Kunta Thanda
7379	Vikarabad	Telangana	Narayanpet	Kodangal	Maddur	Seethya Naik Thanda
7380	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Adivisatyar
7381	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Ammapally
7382	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Bairampally
7383	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Gururaolingampally
7384	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Kolpoor
7385	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Kothapally
7386	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Maganoor
7387	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Mandipally
7388	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Neredigam
7389	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Neredigam Doddi
7390	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Oblapoor
7391	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Parmandoddi
7392	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Talamkeri
7393	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Ujjelli
7394	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Wadwat
7395	Vikarabad	Telangana	Narayanpet	Makthal	Maganoor	Warkoor
7396	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Ankenpally
7397	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Anugonda
7398	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Bhagavanpally
7399	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Bhoothpur
7400	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Chinagoplapur
7401	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Chityala
7402	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Dadanpally
7403	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Dasardoddi
7404	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Gadampally
7405	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Golapally
7406	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Gudigandla
7407	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Gurlapally
7408	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Jaklair
7409	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Joulapur
7410	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Kachwar
7411	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Karni
7412	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Katrev Pally
7413	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Khanapur
7414	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Kondadoddi
7415	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Lingampally
7416	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Madanpally
7417	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Madhwar
7418	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Manthangod
7419	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Muslaipally
7420	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Mustipally
7421	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Narsi Reddy Pally
7422	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Panchalingal
7423	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Panchdevpad
7424	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Parevula
7425	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Paspul
7426	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Rudrasamudram
7427	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Samanpally
7428	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Sangambanda
7429	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Satyawar
7430	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Someshwarbanda
7431	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Tekulapally
7432	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Upparpally
7433	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Vanaikunta
7434	Vikarabad	Telangana	Narayanpet	Makthal	Makthal	Yersanpally
7435	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Apampalli
7436	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Buddagani Tanda(K)
7437	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Chithanoor
7438	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Eklaspur
7439	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Ibrahimpatnam
7440	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Jinnaram
7441	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Kanmanoor
7442	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Madwar
7443	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Marikal
7444	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Pallegadda
7445	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Paspula
7446	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Peddachintakunta(P.C. Kunta)
7447	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Poosalphad
7448	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Rakonda
7449	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Teelair
7450	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Venkatapur
7451	Vikarabad	Telangana	Narayanpet	Narayanpet	Marikal	Yeligandla
7452	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Abhangapur
7453	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Ammireddypally
7454	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Anthwar
7455	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Appakpally
7456	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Appireddipally
7457	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Bandagonda
7458	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Bhairamkonda
7459	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Boinpally
7460	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Boinpally Thanda
7461	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Bommanpadu
7462	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Chinnajatram
7463	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Eklaspur
7464	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Jajapur
7465	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Jalalpur
7466	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Kollampally
7467	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Kotakonda
7468	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Laxmipoor
7469	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Lingampally
7470	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Meedi Thanda
7471	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Mekhahanman Thanda
7472	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Perapalla
7473	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Pilligundla Thanda
7474	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Shasanpally
7475	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Shernapally
7476	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Singaram
7477	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Thirumalapur
7478	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Utakunta Thanda
7479	Vikarabad	Telangana	Narayanpet	Narayanpet	Narayanpet	Vandargutta Thanda
7480	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Bekkarpally
7481	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Jakkannapally
7482	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Jangamredyypally
7483	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Kalwal
7484	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Kothapally
7485	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Kumarlingampally
7486	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Lakkardoddi
7487	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Lankala
7488	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Nagireddy Pally
7489	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Narwa
7490	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Patherched
7491	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Peddakadmur
7492	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Raikode
7493	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Rajupally
7494	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Rampur
7495	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Seepur
7496	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Undekode
7497	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Yamki
7498	Vikarabad	Telangana	Narayanpet	Makthal	Narwa	Yellampally
7499	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Aminpur
7500	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Ausulonipalle
7501	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Bijwar
7502	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Chinnaporla
7503	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Edavelli
7504	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Kollur
7505	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Kothapally
7506	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Laxmipally
7507	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Mallepalle
7508	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Magdampoor
7509	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Nagireddypally
7510	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Nidugurthi
7511	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Oblapur
7512	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Pagidimarri
7513	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Peddajetrem
7514	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Peddaporla
7515	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Pulimamidi
7516	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Samisthapur
7517	Vikarabad	Telangana	Narayanpet	Makthal	Utkoor	Thimmareddypally Thanda
